EQID,"EQNAME",YYYY,MN,DD,HH,MM,SEC,LAT,LON,DEPTH,MAG,DELTA_GMT,LOC_HH,"LOC_DOW","ISO_COUNTRY","ISO_CODE",ISO_DIST,PAGER_REG,SHAKE_DEATHS,SD_FLAG,GROWTH,SHAKEMAP_UNCERT,"SHAKEMAP_GMPE",U010,U020,U030,U040,U050,U060,U070,U080,U090,U100,R010,R020,R030,R040,R050,R060,R070,R080,R090,R100,MAXMMI
200410080827,,2004,10,08,08,27,53,-10.930,162.200,36,6.7,11,19,Fri,SOLOMON ISLANDS,SB,0.11569,4,NaN,NaN,0.0042,1.0221,Regression::Youngs97_intraslab,0,0,11203,472,0,0,0,0,0,0,0,158,184848,133673,30238,6654,14620,4239,0,0,8
200410091538,,2004,10,09,15,38,31,51.523,16.125,5,4.6,1,16,Sat,POLAND,PL,0,3,NaN,NaN,,NaN,Regression::AB06_ENA_BC_nosite,0,1730105,373737,22193,157181,0,0,0,0,0,0,1430338,383794,118472,41228,0,0,0,0,0,5
200410092126,,2004,10,09,21,26,53,11.400,-86.700,35,6.9,-6,15,Sat,NICARAGUA,NI,0.40623,4,NaN,NaN,0.0189,1.0167,Regression::Youngs97_intraslab,0,0,4312600,3283125,376156,1891902,26413,0,0,0,0,0,2123636,3567525,730283,234669,132426,0,0,0,7
200410111814,,2004,10,11,18,14,20,-17.230,167.860,30.4,5.8,11,5,Tue,VANUATU,VU,0.47985,4,NaN,NaN,0.0149,NaN,Regression::Youngs97_intraslab,0,0,6975,0,6064,0,0,0,0,0,0,0,35887,31474,61661,306,0,0,0,0,6
200410150408,,2004,10,15,04,08,50,24.560,122.740,94,6.6,8,12,Fri,JAPAN,JP,0.22988,2,0,NaN,0.0002,NaN,Regression::Youngs97_intraslab,0,0,3529499,9796979,8960021,0,0,0,0,0,0,0,646913,723555,154156,2700,461,0,0,0,7
200410161004,,2004,10,16,10,04,35,33.432,45.921,20,4.8,3,13,Sat,IRAQ,IQ,0,4,NaN,NaN,0.0266,NaN,Regression::AB06_ENA_BC_nosite,0,1486354,469251,0,0,0,0,0,0,0,0,1646238,333001,21733,0,0,0,0,0,0,4
200410182211,,2004,10,18,22,11,46,25.040,99.058,39.1,4.8,8,6,Tue,CHINA,CN,0,5,0,NaN,0.0059,NaN,Regression::Youngs97_intraslab,0,59857,648861,159893,0,0,0,0,0,0,0,916984,3430363,1757820,1009361,0,0,0,0,0,5
200410200659,,2004,10,20,06,59,14,53.046,9.517,5.5,4.5,1,7,Wed,GERMANY,DE,0,2,NaN,NaN,-0.0002,NaN,Regression::AB06_ENA_BC_nosite,0,4352852,853788,73457,11049,0,0,0,0,0,0,1402867,405297,120984,53297,0,0,0,0,0,5
200410221200,,2004,10,22,12,00,13,14.176,40.248,13.6,5.4,3,15,Fri,ETHIOPIA,ET,0,4,NaN,NaN,0.0231,1.0167,Regression::BJF97,0,0,43953,1313618,16,0,0,0,0,0,0,0,435097,5366974,141168,945,505,0,0,0,7
200410230511,,2004,10,23,05,11,47,-8.173,124.811,25.7,5.6,8,13,Sat,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0023,Regression::Youngs97_intraslab,0,0,0,49347,0,0,0,0,0,0,0,8186,1347629,984225,53316,76017,30909,0,0,0,7
200410230856,"Niigata, Japan",2004,10,23,08,56,00,37.260,138.790,16,6.6,9,17,Sat,JAPAN,JP,0,2,16,1,0.0002,0.91675,Regression::BJF97,0,40558,25766494,57416780,4663620,587034,169571,331173,56975,0,0,22,1542133,3628432,415273,82272,26318,15476,19267,0,9
200410230859,,2004,10,23,08,59,37,37.262,138.817,16.2,5.7,9,17,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,1.0281,Regression::BJF97,0,0,0,24551163,1809537,404416,63680,2954,0,0,0,0,0,2351100,205617,28118,14861,131,0,0,8
200410230903,"Niigata, Japan (Aftershock)",2004,10,23,09,03,12,37.340,138.870,13.6,6.1,9,18,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,0.90199,Regression::BJF97,0,299173,52467835,6381787,1015235,135445,193927,0,0,0,0,6345,3138874,810268,102925,22440,330,0,0,0,7
200410230911,"Niigata, Japan (Aftershock)",2004,10,23,09,11,57,37.260,138.660,17.7,5.8,9,18,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,1.0296,Regression::BJF97,0,1205175,45690100,4506764,516275,73067,0,0,0,0,0,24272,2682461,524373,71698,8569,2,0,0,0,6
200410230934,"Niigata, Japan (Aftershock)",2004,10,23,09,34,05,37.340,138.880,16.2,6.3,9,18,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,0.98471,Regression::BJF97,0,29748,18750037,39851891,2603965,403568,260226,37485,0,0,0,1742,952976,2891015,206746,55884,20549,1232,0,0,8
200410230957,,2004,10,23,09,57,26,37.215,138.720,13.4,5.5,9,18,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,1.0215,Regression::BJF97,0,0,0,28951550,2350967,246348,7838,0,0,0,0,0,0,2314822,240526,35615,6887,0,0,0,7
200410231036,"Niigata, Japan (Aftershock)",2004,10,23,10,36,45,37.214,138.653,12.3,5.7,9,19,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,NaN,Regression::BJF97,0,4699642,25737714,719273,113445,0,0,0,0,0,0,100977,2300043,118291,30114,0,0,0,0,0,5
200410231045,"Niigata, Japan (Aftershock)",2004,10,23,10,45,57,37.285,138.656,18.2,5.7,9,19,Sat,JAPAN,JP,0,2,NaN,NaN,0.0002,NaN,Regression::BJF97,0,1512955,20749760,1655847,194181,0,0,0,0,0,0,147582,2196452,143169,33285,355,0,0,0,0,6
200410242104,"Niigata, Japan (Aftershock)",2004,10,24,21,04,56,37.307,138.710,12,5.6,9,6,Mon,JAPAN,JP,0,2,NaN,NaN,0.0002,0.83847,Regression::BJF97,0,237410,17850715,3895691,412133,45103,14381,0,0,0,0,14190,2221934,248611,65409,6582,0,0,0,0,7
200410260211,,2004,10,26,02,11,32,30.960,81.076,5.4,5.6,8,10,Tue,CHINA,CN,0,5,NaN,NaN,0.0059,1.025,Regression::BJF97,0,0,0,361296,0,0,0,0,0,0,0,0,14770,2613191,7653,1779,1083,0,0,0,7
200410270140,"Niigata, Japan (Aftershock)",2004,10,27,01,40,49,37.310,138.930,12,5.9,9,10,Wed,JAPAN,JP,0,2,0,NaN,0.0002,1.043,Regression::BJF97,0,117870,37991653,8881748,1152389,86852,5652,0,0,0,0,14249,2508723,849514,62964,9634,3544,0,0,0,7
200410301326,,2004,10,30,13,26,49,-15.549,168.132,13,5.6,11,0,Sun,VANUATU,VU,0.013863,4,NaN,NaN,0.0149,1.0262,Regression::BJF97,0,0,0,6952,28,0,0,0,0,0,0,0,0,75186,29688,5084,4795,315,0,0,8
200411021002,,2004,11,02,10,02,11,49.170,-128.940,6.8,6.6,-9,1,Tue,CANADA,CA,1.3898,2,NaN,NaN,0.0088,NaN,Regression::BJF97,0,0,0,5174,0,0,0,0,0,0,0,0,0,12614,11,0,0,0,0,0,4
200411032357,"Niigata, Japan (Aftershock)",2004,11,03,23,57,28,37.460,138.808,14.8,5.2,9,8,Thu,JAPAN,JP,0,2,0,NaN,0.0002,1.0125,Regression::BJF97,0,0,0,14221704,1639163,205806,166040,0,0,0,0,0,1655,2182245,188241,25007,6,0,0,0,7
200411080215,"Niigata, Japan (Aftershock)",2004,11,08,02,15,58,37.400,138.872,8.8,5.5,9,11,Mon,JAPAN,JP,0,2,0,NaN,0.0002,0.8144,Regression::BJF97,0,1444727,14663133,1646599,161918,124538,55557,0,0,0,0,174485,2126288,165438,15901,1566,4,0,0,0,7
200411081555,,2004,11,08,15,55,01,24.070,122.530,30.8,6.3,8,23,Mon,JAPAN,JP,0.55249,2,NaN,NaN,0.0002,NaN,Regression::Youngs97_intraslab,0,85513,6461573,14850805,1127648,0,0,0,0,0,0,296259,599469,454322,49931,1872,0,0,0,0,6
200411091843,"Niigata, Japan (Aftershock)",2004,11,09,18,43,08,37.398,138.846,9.7,5.0,9,3,Wed,JAPAN,JP,0,2,0,NaN,0.0002,1.0096,Regression::BJF97,0,0,0,2184874,1554962,228519,54205,0,0,0,0,0,0,480050,133712,3996,0,0,0,0,7
200411092358,,2004,11,09,23,58,23,-11.140,163.790,9.9,6.9,11,10,Wed,SOLOMON ISLANDS,SB,1.3358,4,NaN,NaN,0.0042,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,163879,9038,0,0,0,0,0,5
200411110216,,2004,11,11,02,16,43,24.401,122.193,36,5.6,8,10,Thu,TAIWAN; PROVINCE OF CHINA,TW,0.35024,2,NaN,NaN,0.0061,NaN,Regression::Youngs97_intraslab,0,1131575,6001878,9898251,635485,29534,0,0,0,0,0,8663,497936,155947,40748,4404,0,0,0,0,6
200411111002,,2004,11,11,10,02,47,42.160,144.330,34,6.1,10,20,Thu,JAPAN,JP,0.79013,2,NaN,NaN,0.0002,NaN,Regression::Youngs97_intraslab,0,0,2315181,523910,232171,0,0,0,0,0,0,26311,266836,199475,75400,0,0,0,0,0,5
200411111733,,2004,11,11,17,33,10,-11.288,162.249,28.1,6.6,11,4,Fri,SOLOMON ISLANDS,SB,0.4279,4,NaN,NaN,0.0042,1.0117,Regression::Youngs97_intraslab,0,0,11679,0,0,0,0,0,0,0,0,1123,251567,74389,13583,7796,6912,0,0,0,7
200411111734,,2004,11,11,17,34,53,-11.170,162.260,20,6.6,11,4,Fri,SOLOMON ISLANDS,SB,0.31899,4,NaN,NaN,0.0042,1.0641,Regression::BJF97,0,0,0,11679,0,0,0,0,0,0,0,0,0,316837,42203,6155,2956,0,0,0,7
200411112126,,2004,11,11,21,26,41,-8.180,124.710,13,7.5,8,5,Fri,INDONESIA,ID,0,4,34,1,0.0141,1.2774,Regression::BJF97,0,0,0,23582,320534,25424,0,0,0,0,0,0,0,160549,2807999,510771,36898,33714,63423,18428,9
200411112136,,2004,11,11,21,36,50,-8.096,124.947,10,5.5,8,5,Fri,INDONESIA,ID,0.048746,4,NaN,NaN,0.0141,1.0195,Regression::BJF97,0,0,0,49385,0,0,0,0,0,0,0,0,1635,2177056,105358,14048,4,0,0,0,6
200411112207,,2004,11,11,22,07,06,-8.016,125.262,19.4,5.5,8,6,Fri,INDONESIA,ID,0.22554,4,NaN,NaN,0.0141,NaN,Regression::BJF97,0,0,0,12315,37070,0,0,0,0,0,0,0,21367,2003123,72283,0,0,0,0,0,5
200411112249,,2004,11,11,22,49,51,-8.291,124.797,31,6.4,8,6,Fri,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0145,Regression::Youngs97_intraslab,0,23583,296573,0,52508,0,0,0,0,0,0,26618,790538,1748957,810298,92334,112384,2278,0,0,8
200411121131,,2004,11,12,11,31,50,-11.088,162.336,7,5.7,11,22,Fri,SOLOMON ISLANDS,SB,0.20999,4,NaN,NaN,0.0042,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,475,99828,13858,750,0,0,0,0,6
200411150906,"Buenaventura, Colombia",2004,11,15,09,06,56,4.720,-77.470,15,7.2,-5,4,Mon,COLOMBIA,CO,0.14136,4,0,NaN,0.0146,0.99796,Regression::Youngs97_interface,0,0,320025,6457410,4233247,6485,193880,0,0,0,0,0,886820,2680950,870834,128855,78544,5444,0,0,8
200411161006,,2004,11,16,10,06,51,-5.610,151.510,32,6.1,10,20,Tue,PAPUA NEW GUINEA,PG,0.024564,4,NaN,NaN,0.0221,1.0051,Regression::Youngs97_intraslab,0,0,0,55249,0,0,0,0,0,0,0,3942,128640,253127,34741,13985,9339,0,0,0,7
200411172058,,2004,11,17,20,58,21,39.190,71.800,16.3,5.8,6,2,Thu,TAJIKISTAN,TJ,0,4,NaN,NaN,0.0219,1.0348,Regression::BJF97,0,0,0,2855951,0,0,0,0,0,0,0,0,0,2783230,63871,7316,135,5,0,0,7
200411200807,,2004,11,20,08,07,22,9.580,-84.130,16,6.4,-6,2,Sat,COSTA RICA,CR,0,3,8,NaN,0.0145,1.0549,Regression::BJF97,0,0,0,2447759,929911,1689111,342,0,0,0,0,0,1403,1783041,719328,40948,54030,25050,478,0,9
200411202201,,2004,11,20,22,01,45,13.380,-90.140,41,6.3,-6,16,Sat,EL SALVADOR,SV,0.33377,4,NaN,NaN,0.0172,1.0051,Regression::Youngs97_intraslab,0,149527,3520889,4777686,3030699,242428,66213,0,0,0,0,288830,6317420,4602609,1344791,353107,67602,0,0,0,7
200411202309,,2004,11,20,23,09,29,30.207,108.182,29.7,4.6,8,7,Sun,CHINA,CN,0,5,NaN,NaN,0.0059,NaN,Regression::AB06_ENA_BC_nosite,0,393543,0,0,0,0,0,0,0,0,13403,20141010,1750929,1770,0,0,0,0,0,0,4
200411211141,,2004,11,21,11,41,07,15.670,-61.710,14,6.3,-4,7,Sun,GUADELOUPE,GP,0.18642,4,1,NaN,0.0088,0.7805,Regression::BJF97,0,0,2379,1005409,374565,75384,0,0,0,0,0,0,0,156379,52311,15596,3052,0,0,0,7
200411220401,,2004,11,22,04,01,28,33.214,47.949,25,5.0,3.5,7.5,Mon,IRAN; ISLAMIC REPUBLIC OF,IR,0,5,0,NaN,0.011,1.0007,Regression::Youngs97_intraslab,0,0,591019,463976,519042,0,0,0,0,0,0,0,206689,452336,108487,62346,0,0,0,0,6
200411222026,,2004,11,22,20,26,26,-46.700,164.820,24,7.1,11,7,Tue,NEW ZEALAND,NZ,1.7653,1,NaN,NaN,0.0099,NaN,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,0,4028,587,0,0,0,0,0,5
200411230226,"Leskoviku, Albania",2004,11,23,02,26,15,40.300,20.649,11.9,5.4,1,3,Tue,ALBANIA,AL,0,3,NaN,NaN,0.0052,1.0194,Regression::BJF97,0,0,0,3141996,169159,20,4285,0,0,0,0,0,0,1956144,302097,14265,2147,0,0,0,7
200411242259,,2004,11,24,22,59,40,45.616,10.542,18.5,5.0,1,23,Wed,ITALY,IT,0,3,0,NaN,0.0004,0.97164,Regression::BJF97,0,0,0,2751961,1621335,136552,35377,4802,0,0,0,0,0,1357972,936439,67193,24131,1769,0,0,8
200411260225,,2004,11,26,02,25,05,-3.610,135.420,24,7.1,9,11,Fri,INDONESIA,ID,0,4,32,1,0.0141,1.0607,Regression::Youngs97_intraslab,0,0,90653,107922,0,0,0,0,0,0,0,0,111786,515325,124908,44854,36439,32213,0,0,8
200411260801,,2004,11,26,08,01,11,-3.484,135.482,10.4,5.6,9,17,Fri,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0233,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,3929,281614,40802,17465,1054,6,0,0,7
200411261529,,2004,11,26,15,29,02,-3.607,135.467,19.1,5.5,9,0,Sat,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.021,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,12506,277282,52278,3282,487,19,0,0,7
200411270948,,2004,11,27,09,49,00,-3.670,135.440,20,5.8,9,18,Sat,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0321,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,910,275187,49981,12906,639,336,0,0,8
200411280736,,2004,11,28,07,36,45,-3.680,135.460,21,6.1,9,16,Sun,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0494,Regression::BJF97,0,0,11,198582,0,0,0,0,0,0,0,0,35795,761508,43552,32369,4349,557,0,0,8
200411281832,"Hokkaido, Japan",2004,11,28,18,32,14,43.020,145.150,39,7.0,9,3,Mon,JAPAN,JP,0.040023,2,0,NaN,0.0002,0.96254,Regression::Youngs97_intraslab,0,0,80843,545019,382499,31491,248947,15210,0,0,0,0,11430,169414,147557,42289,69018,17577,0,0,8
200411281836,,2004,11,28,18,36,41,42.943,145.144,40.7,5.9,10,4,Mon,JAPAN,JP,0.10338,2,NaN,NaN,0.0002,1.0024,Regression::Youngs97_intraslab,0,0,0,310360,247872,28173,0,0,0,0,0,0,67253,141112,51230,31398,8656,0,0,0,7
200412011742,,2004,12,01,17,42,24,36.848,3.448,10,4.5,1,18,Wed,ALGERIA,DZ,0.074733,4,0,NaN,0.0122,NaN,Regression::BJF97,0,0,117962,4002616,2189245,0,0,0,0,0,0,0,564264,2606595,55030,0,0,0,0,0,5
200412012317,,2004,12,01,23,17,20,-3.689,135.604,7.2,5.5,9,8,Thu,INDONESIA,ID,0,4,1,NaN,0.0141,1.0212,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,12055,279508,50884,8003,419,0,0,0,7
200412020332,,2004,12,02,03,32,22,-3.460,135.371,16.2,5.6,9,12,Thu,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0235,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,4264,294299,37472,16060,2276,181,0,0,8
200412020345,,2004,12,02,03,45,33,-3.387,135.456,10,5.7,9,12,Thu,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0276,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,2269,283570,41286,3844,10312,4529,0,0,8
200412050152,,2004,12,05,01,52,38,48.106,7.938,19.8,4.7,1,2,Sun,GERMANY,DE,0,2,NaN,NaN,-0.0002,NaN,Regression::AB06_ENA_BC_nosite,0,0,3887897,3242229,312146,0,0,0,0,0,0,0,2912274,1250225,314826,0,0,0,0,0,5
200412050830,,2004,12,05,08,30,59,36.883,3.372,10,4.5,1,9,Sun,ALGERIA,DZ,0.10075,4,0,NaN,0.0122,NaN,Regression::BJF97,0,0,250791,2842512,3280151,0,0,0,0,0,0,0,464736,2441121,39702,0,0,0,0,0,5
200412061415,"Hokkaido, Japan (Aftershock)",2004,12,06,14,15,11,42.890,145.230,35,6.7,10,0,Tue,JAPAN,JP,0.18779,2,0,NaN,0.0002,0.92517,Regression::Youngs97_intraslab,0,6306,463656,506573,45184,270624,425,0,0,0,0,1386,77367,204234,71625,56822,20271,0,0,0,7
200412090849,,2004,12,09,08,49,00,24.769,92.511,36.4,5.3,5.5,13.5,Thu,INDIA,IN,0,5,0,NaN,0.0138,1.0009,Regression::Youngs97_intraslab,0,1098268,6032490,1301692,672468,339936,0,0,0,0,0,9764056,23899614,6220830,2864467,2532829,0,0,0,0,6
200412140556,"Hokkaido, Japan",2004,12,14,05,56,09,44.133,141.805,6,5.7,9,14,Tue,JAPAN,JP,0,2,0,NaN,0.0002,NaN,Regression::BJF97,0,5205,3010503,518069,28273,0,0,0,0,0,0,11144,365812,40332,6889,0,0,0,0,0,5
200412142320,,2004,12,14,23,20,13,18.930,-81.380,13,6.8,-5,18,Tue,CAYMAN ISLANDS,KY,0.33595,2,NaN,NaN,0.0256,1.0125,Regression::BJF97,0,0,0,12495,0,35220,0,0,0,0,0,0,0,123401,355,6334,0,0,0,0,6
200412181757,,2004,12,18,17,57,23,-16.211,-73.958,27.5,5.7,-5,12,Sat,PERU,PE,0.12383,4,NaN,NaN,0.0132,1.0024,Regression::Youngs97_intraslab,0,0,81670,32311,0,0,0,0,0,0,0,37598,232502,77334,16230,1880,226,0,0,0,7
200412200358,,2004,12,20,03,58,43,-15.258,-75.195,31.2,5.5,-5,22,Sun,PERU,PE,0,4,NaN,NaN,0.0132,1.0015,Regression::Youngs97_intraslab,0,24522,553736,39406,25632,0,12,0,0,0,0,187026,251483,63010,25434,15059,2889,0,0,0,7
200412202302,,2004,12,20,23,02,18,36.940,28.342,36.2,5.3,2,1,Tue,TURKEY,TR,0,3,0,NaN,0.0106,1.001,Regression::Youngs97_intraslab,0,117120,3233311,1242679,194206,62350,0,0,0,0,0,92792,954471,666613,148872,70058,0,0,0,0,6
200412211534,"Hokkaido, Japan (Aftershock)",2004,12,21,15,34,28,42.949,145.422,39.3,5.6,10,1,Wed,JAPAN,JP,0.21792,2,NaN,NaN,0.0002,NaN,Regression::Youngs97_intraslab,0,6982,222744,242499,28525,0,0,0,0,0,0,14310,114804,55678,29558,0,0,0,0,0,5
200412260058,"Sumatra - Andaman Islands, Indonesia",2004,12,26,00,58,52,3.270,95.860,21.5,9.0,7,7,Sun,INDONESIA,ID,0.354,4,1000,NaN,0.0141,0.99815,Regression::Youngs97_interface,0,0,10623840,28399190,6178808,196864,106425,326021,233766,0,0,0,10904065,19144493,5028003,1468204,1092094,1145288,3421,0,9
200412260121,,2004,12,26,01,21,21,6.340,93.342,35.1,6.1,5.5,6.5,Sun,INDIA,IN,0.63285,5,NaN,NaN,0.0138,NaN,Regression::Youngs97_intraslab,0,24613,406421,0,0,0,0,0,0,0,0,322761,872665,11314,11810,0,0,0,0,0,5
200412260122,,2004,12,26,01,22,25,7.417,94.011,29.5,6.0,5.5,6.5,Sun,INDIA,IN,0.24649,5,NaN,NaN,0.0138,1.0035,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,0,6364,13012,10061,1477,0,0,0,7
200412260129,,2004,12,26,01,29,51,20.901,97.668,28,5.8,6.5,7.5,Sun,MYANMAR,MM,0,4,NaN,NaN,0.0081,1.003,Regression::Youngs97_intraslab,0,0,1724128,39293,172928,0,0,0,0,0,0,44763,4092286,1636812,697931,279229,141432,0,0,0,7
200412260133,,2004,12,26,01,33,22,7.709,93.640,25,5.5,5.5,6.5,Sun,INDIA,IN,0.22678,5,NaN,NaN,0.0138,1.0014,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,26132,13622,9420,11584,9820,90,0,0,0,6
200412260200,,2004,12,26,02,00,40,6.857,94.530,34.6,6.0,5.5,7.5,Sun,INDIA,IN,0.58777,5,NaN,NaN,0.0138,NaN,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,0,33848,11560,0,0,0,0,0,5
200412260215,,2004,12,26,02,15,59,12.320,92.477,28.7,5.7,5.5,7.5,Sun,INDIA,IN,0.21879,5,NaN,NaN,0.0138,1.0018,Regression::Youngs97_intraslab,0,0,0,201,128803,0,0,0,0,0,0,0,17348,42140,95649,46985,2816,0,0,0,7
200412260222,,2004,12,26,02,22,01,8.833,92.427,14.7,5.7,5.5,7.5,Sun,INDIA,IN,0.41382,5,NaN,NaN,0.0138,NaN,Regression::BJF97,0,0,0,0,0,0,0,0,0,0,0,0,0,38909,13625,0,0,0,0,0,5
200412260236,,2004,12,26,02,36,08,12.164,92.931,25,5.8,5.5,7.5,Sun,INDIA,IN,0.032873,5,NaN,NaN,0.0138,1.0034,Regression::Youngs97_intraslab,0,0,0,0,129004,0,0,0,0,0,0,0,8797,43715,72072,41205,37497,259,0,0,8
200412260252,,2004,12,26,02,52,01,12.471,92.554,30,5.8,5.5,7.5,Sun,INDIA,IN,0.13611,5,NaN,NaN,0.0138,1.0024,Regression::Youngs97_intraslab,0,0,0,20958,108046,0,0,0,0,0,0,0,13070,55189,62136,57150,13047,0,0,0,7
200412260308,,2004,12,26,03,08,44,13.711,92.979,30.3,5.9,5.5,8.5,Sun,INDIA,IN,0.04255,5,NaN,NaN,0.0138,1.0031,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,0,28122,62324,25443,15169,6205,0,0,0,7
200412260400,,2004,12,26,04,00,58,6.863,94.092,29.9,5.5,5.5,9.5,Sun,INDIA,IN,0.16682,5,NaN,NaN,0.0138,1.0014,Regression::Youngs97_intraslab,0,0,406423,0,0,0,0,0,0,0,0,602915,210400,981,7366,5636,553,0,0,0,7
200412260421,,2004,12,26,04,21,27,6.880,92.890,23.2,7.2,5.5,9.5,Sun,INDIA,IN,0.78085,5,0,NaN,0.0138,NaN,Regression::Youngs97_interface,0,0,108663,297760,0,0,0,0,0,0,0,0,350930,51590,23795,7024,0,0,0,0,6
200412260656,,2004,12,26,06,56,47,10.989,92.252,26.1,5.5,5.5,11.5,Sun,INDIA,IN,0.012845,5,NaN,NaN,0.0138,1.0013,Regression::Youngs97_intraslab,0,0,0,129005,0,0,0,0,0,0,0,768,87099,68875,12193,9462,361,0,0,0,7
200412260738,,2004,12,26,07,38,26,13.066,93.022,30,5.7,5.5,12.5,Sun,INDIA,IN,0,5,NaN,NaN,0.0138,1.0024,Regression::Youngs97_intraslab,0,0,18354,110651,0,0,0,0,0,0,0,0,39751,56146,35763,35700,21593,0,0,0,7
200412260920,,2004,12,26,09,20,02,8.850,92.300,17.4,6.6,5.5,14.5,Sun,INDIA,IN,0.50303,5,NaN,NaN,0.0138,NaN,Regression::BJF97,0,0,0,129005,0,0,0,0,0,0,0,0,0,76010,21981,11745,0,0,0,0,6
200412261018,,2004,12,26,10,18,15,8.880,93.750,42.3,6.3,5.5,15.5,Sun,INDIA,IN,0.34721,5,NaN,NaN,0.0138,NaN,Regression::Youngs97_intraslab,0,0,129005,0,0,0,0,0,0,0,0,0,66039,14580,30522,370,83,0,0,0,6
200412261019,,2004,12,26,10,19,31,13.450,92.710,26.7,6.3,5.5,15.5,Sun,INDIA,IN,0.11308,5,NaN,NaN,0.0138,1.0088,Regression::Youngs97_intraslab,0,16057,0,129005,0,0,0,0,0,0,0,785637,151916,90700,43770,21500,27574,1804,0,0,8
200412261105,,2004,12,26,11,05,01,13.550,92.830,15.2,6.2,5.5,16.5,Sun,INDIA,IN,0.061717,5,NaN,NaN,0.0138,1.0528,Regression::BJF97,0,0,282,174025,0,0,0,0,0,0,0,0,32730,1445291,43758,14082,4405,971,0,0,8
200412261448,,2004,12,26,14,48,41,13.574,92.891,15.4,5.7,5.5,19.5,Sun,INDIA,IN,0.00087,5,NaN,NaN,0.0138,1.0235,Regression::BJF97,0,0,0,12264,0,0,0,0,0,0,0,0,0,116018,31807,6353,2090,19,0,0,7
200412261842,,2004,12,26,18,42,43,13.685,92.923,26.4,5.4,5.5,-0.5,Mon,INDIA,IN,0.062112,5,NaN,NaN,0.0138,1.0012,Regression::Youngs97_intraslab,0,0,0,0,0,0,0,0,0,0,0,541,64147,40986,23994,7977,2098,0,0,0,7
200412261915,,2004,12,26,19,15,15,-1.505,138.814,11.1,5.7,9,4,Mon,INDONESIA,ID,0.11855,4,NaN,NaN,0.0141,1.0215,Regression::BJF97,0,0,0,52397,0,0,0,0,0,0,0,0,0,387713,58313,105,0,0,0,0,6
200412262106,,2004,12,26,21,06,45,4.521,96.331,10,5.5,7,4,Mon,INDONESIA,ID,0,4,NaN,NaN,0.0141,1.0203,Regression::BJF97,0,0,0,1104312,24602,0,0,0,0,0,0,0,68442,2659979,733838,22998,2410,0,0,0,7
200412270049,,2004,12,27,00,49,29,12.944,92.376,30,5.7,5.5,5.5,Mon,INDIA,IN,0.29609,5,NaN,NaN,0.0138,1.0016,Regression::Youngs97_intraslab,0,0,0,129008,0,0,0,0,0,0,0,0,21420,77588,81126,8824,0,0,0,0,6
200412270304,,2004,12,27,03,04,34,-4.222,152.779,27.4,5.5,10,13,Mon,PAPUA NEW GUINEA,PG,0,4,NaN,NaN,0.0221,1.0017,Regression::Youngs97_intraslab,0,64,0,0,20973,0,0,0,0,0,0,59670,62382,83827,124378,20027,1345,0,0,0,7
200412270659,,2004,12,27,06,59,14,2.957,95.508,28,5.6,7,13,Mon,INDONESIA,ID,0.10302,4,NaN,NaN,0.0141,1.0015,Regression::Youngs97_intraslab,0,0,757,23846,0,0,0,0,0,0,0,246023,907534,53411,36486,19284,1013,0,0,0,7
200412270939,,2004,12,27,09,39,06,5.290,94.590,35,6.0,7,16,Mon,INDONESIA,ID,0.56337,4,NaN,NaN,0.0141,NaN,Regression::Youngs97_intraslab,0,0,0,0,406261,0,0,0,0,0,0,0,0,171867,188952,103,0,0,0,0,6
200412271446,,2004,12,27,14,46,45,12.323,92.448,19,5.6,5.5,19.5,Mon,INDIA,IN,0.246,5,NaN,NaN,0.0138,NaN,Regression::BJF97,0,0,0,127519,1492,0,0,0,0,0,0,0,0,84670,120280,0,0,0,0,0,5
